1.81,-0.61496,-0.44185,0.22588,-0.91742,-0.38323,0.091153,-0.37927,-1.0293,1.1005,-1.1397,0.26454,-0.61582,-0.051187
1.0383,-0.54535,0.70189,1.0552,1.3588,-0.021912,0.81648,-0.77139,-0.1325,0.96793,0.30525,1.6851,0.27472,0.43911
-1.5541,0.12908,1.1941,0.92854,1.4864,-0.90739,1.2282,-0.67963,0.27548,0.18433,0.14491,0.76484,1.6757,1.4217
-1.127,-0.22461,-1.1514,-0.68861,-0.51768,-0.75467,-1.9914,-0.15877,-0.65062,-0.93964,-1.5251,-1.7045,-1.314,-1.4577
-1.9031,-1.1846,-0.51446,-0.52423,-0.32415,0.39587,-0.040288,-1.1075,-0.65713,-2.0448,0.088397,0.59251,-0.65949,-0.15363
-0.43272,-0.068496,1.6656,-0.40579,-0.042144,0.64506,0.32069,-0.4972,0.17701,0.76184,1.1189,0.59091,2.2819,1.3633
-1.1441,-0.23118,0.025562,-0.33872,0.82926,-0.242,-0.55042,-0.94682,0.79228,-1.5436,1.1796,0.72864,-0.19647,0.57333
-0.55255,-0.051194,-0.1758,-0.044534,0.14603,0.0061168,0.43039,0.53003,0.48397,-0.98708,-0.3883,0.13374,0.096059,0.56807
1.8769,0.50502,-0.34865,-0.0035507,-0.0072795,0.67918,-0.30347,0.17954,0.15345,1.7966,-1.0119,-0.71691,-0.6663,-1.1202
0.49899,-1.4073,0.51837,-0.32129,0.95249,0.86042,-0.56833,-1.377,-1.1055,0.80588,-0.012242,-0.80145,0.082464,0.75257
0.83611,-0.97083,-1.2161,-0.42219,-0.01771,0.085988,-0.7959,-1.1173,-1.0264,0.059489,-1.8847,-1.326,-1.2479,-0.9548
-0.76608,1.3822,-0.70405,0.93996,-1.7578,0.40866,0.61578,1.4422,0.92226,-1.3879,-1.5241,-0.12193,-0.18155,-0.83908
0.85861,0.64729,2.7405,0.014996,0.15105,-1.3898,-0.90063,0.84407,1.0816,0.88529,2.3661,0.46354,2.6026,2.0111
1.1631,0.25238,1.2979,0.98179,-0.010607,-1.3065,1.0717,0.0055684,0.32039,1.4611,1.6353,0.50511,1.0818,1.7556
-0.67584,0.1188,-0.19465,0.058185,1.8414,-0.0509,1.0691,-0.43797,0.92387,-1.404,0.07127,0.60857,0.13074,-1.268
-0.44707,-0.15801,-0.60514,-0.99139,-1.4241,0.85448,-1.0586,0.03858,-0.67364,-0.00948,-0.71756,-1.2825,-0.52154,-0.68704
-0.47294,0.93613,-0.28313,0.83462,1.5033,2.0119,0.85541,1.8857,0.46192,-0.078721,-1.4896,1.1269,-1.1681,0.49188
0.88355,-0.70726,0.23259,-1.454,0.79289,-0.67961,-0.96663,-0.87914,-0.517,-0.05709,0.24857,-0.91774,0.57177,0.39091
-0.86255,-0.69232,0.19679,2.1394,1.103,0.45002,2.6545,-0.93637,-0.75526,-1.1932,0.31263,2.2813,0.11532,0.17984
0.18075,0.22526,-0.53895,-0.87044,0.2463,0.029048,-1.1667,0.54191,-0.27594,-0.67035,0.0031719,-0.37978,0.051197,-0.80015
-0.24456,0.23851,-0.43505,0.57215,-1.0843,0.99552,0.24831,0.45084,0.91988,-0.14257,-0.058449,0.82437,-0.81812,-0.84883
2.0115,0.28182,-1.2317,0.065586,-0.52666,0.15566,0.80136,-0.71784,0.36804,1.984,-2.3648,-0.66054,-0.81624,-1.1532
0.19316,-0.54808,-0.12691,0.65572,2.2338,2.0121,0.77977,-0.44803,-0.43947,0.45024,-0.59018,1.1687,-0.78163,0.46481
0.60767,-0.85181,1.3125,-0.009445,-0.41382,1.0032,-0.28358,-1.1313,-1.5496,0.62302,1.8267,0.26118,2.1704,2.5942
-1.3248,0.70812,-0.712,-0.83288,1.1199,-0.32052,0.016732,0.57594,0.47791,-1.4448,-2.0674,-0.93874,-1.8643,-0.8412
1.0826,0.94616,-0.23832,-0.22625,-0.017996,-0.22231,0.26687,0.60087,1.0636,1.4354,-0.4562,-0.32285,-0.47811,0.1207
-0.78582,0.70439,-0.83626,-0.65195,-1.3677,-0.57803,-0.35116,0.84107,1.8548,-0.63771,-1.0742,-0.10556,-0.60728,-0.89833
0.14204,0.99224,0.71541,-0.60894,0.15021,-0.031962,-0.4014,0.2063,0.32549,0.42706,0.17161,-0.78046,1.4055,0.96149
-1.4523,-0.89502,0.1439,0.25461,0.24649,1.1875,-0.10749,-0.73948,-1.3308,-1.3537,-0.21575,-0.35877,0.5763,0.57776
-0.39286,-0.38809,1.0665,0.65961,0.44714,-0.93433,0.71803,-0.33812,-0.45264,0.2529,0.38108,1.3405,1.3859,0.36544
-0.93171,-0.14961,-1.3309,0.36622,0.64445,1.0033,0.50107,0.1489,-0.19933,-1.2131,-1.9253,-0.22621,-0.69365,-1.0493
-0.99321,2.0325,0.99199,-1.7573,1.2076,0.77192,-1.6706,1.8862,2.1042,-0.53553,0.22031,-1.1898,0.8168,0.69653
-0.24128,0.32074,-0.44722,-1.6203,-0.0049503,-0.78648,-1.7421,0.93832,-0.49883,0.10779,-0.48112,-1.5678,-0.49905,-0.23277
